id,fechaAlta,hora,anamnesis,agendado,eog,tratamiento,temperatura,peso,referencia,notaCaja,atendidoPor,pendiente,aFuturo,createdAt,updatedAt,MascotumId,referenciumId,clienteId
813,2020-09-11T15:40:46.000Z,15:40:46,MC PRURITO Y LESIONES DE PIELCOME PPLANZONA DE PRURITO Y ALOPECIA  VENTRAL DE ABDOMEN  AXILAS PATAS PERINE Y ALGO OREJASSE LE HA DADO CONVENIA CORTAVANCE Y USO PROLONGADO DE CLORHEXIDIN SPRAY   (TRIAMCINOLONA) SE VE ALOPECIA CON COMEDONES Y CILINDROS GRASOS EN PELOSALERGIA??   HIPOTIROIDISMO??ANALISISPARA PRURITO SE LE RECOMIENDA PREDNISONA,2020-09-11T15:40:46.000Z,Sin especificar,Sin especificar,38,14,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-09-11T15:40:46.000Z,2020-09-11T15:40:46.000Z,1940,1,926
815,2024-02-19T14:31:40.000Z,14:31:40,Mc: secrecion vaginal verdosa nuevamente.La ven algo decaida.Se extrae sangre se evidencia unicamente monocitosis. En la eco se evidencia algo de contenido uterino.Tto: cerenia meloxi biotica pro kid clavaseptin 250mg comp 1/8 cada 12 horas por 10 dias a 2 semanas.,2024-02-19T14:31:40.000Z,Sin especificar,Sin especificar,38,2.95,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2024-02-19T14:31:40.000Z,2024-02-19T14:31:40.000Z,1927,1,913
817,2020-11-27T21:42:17.000Z,21:42:17,Mc: mucho tiempo sentado le cuesta pararse. Se evidencia dolor a nivel de cadera.Tto: rimadyl 100 mg 1/2 comprimido por dia por 10 dias colotrin pasta,2020-11-27T21:42:17.000Z,Sin especificar,Sin especificar,39,19,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-11-27T21:42:17.000Z,2020-11-27T21:42:17.000Z,1967,1,953
819,2023-10-14T21:06:58.000Z,21:06:58,Sin observaciones,2023-10-14T21:06:58.000Z,Sin especificar,Sin especificar,0,11,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-10-14T21:06:58.000Z,2023-10-14T21:06:58.000Z,2152,1,1138
820,2021-05-08T16:46:57.000Z,16:46:57,MC PRURITO Y ALOPECIA EN ZONA LUMBOSACRAPREDNISONACAHAMPOO GLICO,2021-05-08T16:46:57.000Z,Sin especificar,Sin especificar,38,8,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-05-08T16:46:57.000Z,2021-05-08T16:46:57.000Z,2281,1,1268
822,2021-08-06T16:28:38.000Z,16:28:38,Sin observaciones,2021-08-06T16:28:38.000Z,Sin especificar,Sin especificar,39.2,12.8,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-08-06T16:28:38.000Z,2021-08-06T16:28:38.000Z,2590,1,1578
828,2022-01-22T21:20:42.000Z,21:20:42,Mc: movitos ataxia y movimientos involutarios de cabeza.Posibilidad de haber ingerido marihuana.Se constata midriasis e hipersensibilidad a los estimulos ademas algo de fotofobia.Tto: cerenia midazolam ambiente tranquilo en el hogar y estimular diuresis.,2022-01-22T21:20:42.000Z,Sin especificar,Sin especificar,39.5,5.5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-01-22T21:20:42.000Z,2022-01-22T21:20:42.000Z,2679,1,1667
832,2022-09-24T18:11:02.000Z,18:11:02,Sin observaciones,2022-09-24T18:11:02.000Z,Sin especificar,Sin especificar,0,4.25,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-09-24T18:11:02.000Z,2022-09-24T18:11:02.000Z,3194,1,2182
833,2022-10-01T20:31:11.000Z,20:31:11,Mc: vomitos aislados desde hace 10 dias tiene hambre pero presenta vomitos lejos de las comidas. Propietarios manifiestan que comio durante algunos dias la planta anthurium se la retiraron pero aun continuar con vomitos. 1 a 2 por dia.Presenta algo de molestia en proyeccion craneal derecha a nivel abdominal.Se realiza radiografia.Tto: ranitidina cerenia dieta continuar con ranitidina proteliv y gelsur durante 10 dias. Control el lunes ,2022-10-01T20:31:11.000Z,Sin especificar,Sin especificar,38.8,14,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-10-01T20:31:11.000Z,2022-10-01T20:31:11.000Z,3227,1,2215
838,2023-04-18T18:52:19.000Z,18:52:19,Sin observaciones,2023-04-18T18:52:19.000Z,Sin especificar,Sin especificar,0,3,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-04-18T18:52:19.000Z,2023-04-18T18:52:19.000Z,3612,1,2600
842,2023-12-29T16:18:07.000Z,16:18:07,Mc: tos y mocos (claros incoloros).Reflejo tusigeno positivo.Auscultacion pulmonar sp.Tto: meloxi inyectable continuar con previcox por 5 dias y dipirona cada 12 horas por 3 dias. Dieta blanda hoy. Apibron por 3 dias.  ,2023-12-29T16:18:07.000Z,Sin especificar,Sin especificar,38.5,30.35,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-12-29T16:18:07.000Z,2023-12-29T16:18:07.000Z,4064,1,3055
844,2019-02-19T23:12:27.000Z,23:12:27,Sin observaciones,2019-02-19T23:12:27.000Z,Sin especificar,Sin especificar,38.4,3.35,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2019-02-19T23:12:27.000Z,2019-02-19T23:12:27.000Z,1410,1,391
846,2020-03-03T12:00:00.000Z,12:00:00,MC otitis  problemas de piel antecedentes de comportamiento anomalo episodio?Alopecias con hiperpigmentacionSe sugiere estudios,2020-03-03T12:00:00.000Z,Sin especificar,Sin especificar,38,24,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-03-03T12:00:00.000Z,2020-03-03T12:00:00.000Z,2008,1,994
849,2020-07-22T21:03:07.000Z,21:03:07,SE PRESENTA POR VOMITOS ESPORADICOSSE LE DA TOLTRAZOL  Y SE LE CAMBIA DE DIETA(CARNE MAGRA CON RICOTA),2020-07-22T21:03:07.000Z,Sin especificar,Sin especificar,38.5,3,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-07-22T21:03:07.000Z,2020-07-22T21:03:07.000Z,1797,1,782
851,2021-12-28T18:50:33.000Z,18:50:33,Sin observaciones,2021-12-28T18:50:33.000Z,Sin especificar,Sin especificar,0,2.5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-12-28T18:50:33.000Z,2021-12-28T18:50:33.000Z,1903,1,889
852,2023-09-25T21:40:35.000Z,21:40:35,Sin observaciones,2023-09-25T21:40:35.000Z,Sin especificar,Sin especificar,0,0.9,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-09-25T21:40:35.000Z,2023-09-25T21:40:35.000Z,310,1,1052
853,2020-10-30T21:51:32.000Z,21:51:32,Mc: claudicacion MAI se evidencia gran dolor a nivel del hombro.Tto: rimadyl 1 comprimido por dia durante 15 dias.,2020-10-30T21:51:32.000Z,Sin especificar,Sin especificar,0,28.75,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-10-30T21:51:32.000Z,2020-10-30T21:51:32.000Z,1926,1,912
854,2021-01-12T19:40:02.000Z,19:40:02,Mc: tuvo traumatismo de MPI polidipsia poliuria queda mirando el piso un rato.Se evidencio dolor espinal a nivel L-S y toracico.Se evidencia inflamacion del pabellon auricular izquierdo secrecion amarillenta seca y mucha cantidad de pelos.Tto: previcox 57mg 1 comp por dia por 10 dias se sugiere condroprotector a largo plazo analisis de orina y perfil geriatrico.,2021-01-12T19:40:02.000Z,Sin especificar,Sin especificar,38.8,10.9,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-01-12T19:40:02.000Z,2021-01-12T19:40:02.000Z,2095,1,1081
856,2021-01-20T21:00:40.000Z,21:00:40,Mc: decaimiento y disorexia hace 5 dias. Comenzo luego de un ejercicio.Historial de artrosis lumbar.Vomito hace 5 dias. Se cambio racion de astro a pedigree fines de diciembre.Se evidencio mucosas palidas y gran dolor a nivel de todo el tracto gastro intestinal (quiso morder cuando se palpo).Tto: cerenia dipirona inyectable y 1 comp de 500mg cada 8 horas dieta casera.,2021-01-20T21:00:40.000Z,Sin especificar,Sin especificar,40,22.35,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-01-20T21:00:40.000Z,2021-01-20T21:00:40.000Z,2124,1,1110
858,2024-02-29T21:24:42.000Z,21:24:42,Sin observaciones,2024-02-29T21:24:42.000Z,Sin especificar,Sin especificar,0,9,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2024-02-29T21:24:42.000Z,2024-02-29T21:24:42.000Z,327,1,1138
859,2021-08-06T14:12:17.000Z,14:12:17,Sin observaciones,2021-08-06T14:12:17.000Z,Sin especificar,Sin especificar,38,12,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-08-06T14:12:17.000Z,2021-08-06T14:12:17.000Z,2586,1,1574
863,2021-11-08T14:51:39.000Z,14:51:39,MC EPISODIOS ESPORADICOS CON ICTUS TOTALSIN TRATAMIENTO,2021-11-08T14:51:39.000Z,Sin especificar,Sin especificar,38.5,16,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-11-08T14:51:39.000Z,2021-11-08T14:51:39.000Z,2775,1,1763
867,2022-03-11T19:22:09.000Z,19:22:09,Sin observaciones,2022-03-11T19:22:09.000Z,Sin especificar,Sin especificar,0,6.35,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-03-11T19:22:09.000Z,2022-03-11T19:22:09.000Z,2960,1,1948
875,2023-12-28T15:57:10.000Z,15:57:10,Mc: Neoplasia en region perianal.Aparecio en diciembre se realizo escision quirurgica en febrero. Hace 4 meses volvio a recidivar. Histopatologia : carcinoma hepatoide. Tto: prednisolona 40 mg 1 comp por dia terracortryl en la zona cada 12 horas clorhexidina en la zona a diario. Se indica comenzar con la transicion a alimentacion natural omega 3. ,2023-12-28T15:57:10.000Z,Sin especificar,Sin especificar,0,44.7,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-12-28T15:57:10.000Z,2023-12-28T15:57:10.000Z,4176,1,3167
876,2019-02-27T19:13:08.000Z,19:13:08,MC  MOVIMIENTOS ANORMALES CON LA BOCA COMO MORDERSEEOGSIN PARTICULARIDADES EN BOCA SARRO IMPORTANTE EN MUELAS NO HAY GINGIVITIS SE VE SI ALGUNA LESION EN COMISURAS CON ESTOMATITISSE RECOMIENDA CORTAR PELOS DE LA BOCA ADMINISTRAR ANTINFLAMATORIO Y ANTIBIOTICO. VOLVER EN UNA SEMANA,2019-02-27T19:13:08.000Z,Sin especificar,Sin especificar,38,4.7,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2019-02-27T19:13:08.000Z,2019-02-27T19:13:08.000Z,1421,1,402
878,2019-05-13T13:31:50.000Z,13:31:50,se toma muestra  oido hisopo para enviar,2019-05-13T13:31:50.000Z,Sin especificar,Sin especificar,38.5,27.25,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2019-05-13T13:31:50.000Z,2019-05-13T13:31:50.000Z,1527,1,509
881,2020-11-20T21:50:02.000Z,21:50:02,Sin observaciones,2020-11-20T21:50:02.000Z,Sin especificar,Sin especificar,0,6.7,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-11-20T21:50:02.000Z,2020-11-20T21:50:02.000Z,1713,1,698
882,2023-04-24T16:17:48.000Z,16:17:48,Sin observaciones,2023-04-24T16:17:48.000Z,Sin especificar,Sin especificar,0,13,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-04-24T16:17:48.000Z,2023-04-24T16:17:48.000Z,1768,1,753
884,2021-01-09T19:25:24.000Z,19:25:24,VACUNA,2021-01-09T19:25:24.000Z,Sin especificar,Sin especificar,38,5.6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-01-09T19:25:24.000Z,2021-01-09T19:25:24.000Z,2127,1,1113
886,2021-03-05T20:08:59.000Z,20:08:59,Sin observaciones,2021-03-05T20:08:59.000Z,Sin especificar,Sin especificar,38.5,21.5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-03-05T20:08:59.000Z,2021-03-05T20:08:59.000Z,2210,1,1197
888,2021-03-12T17:12:16.000Z,17:12:16,MC VINO SEMANA PASADA POR CUADRO ENTEROLOGICOESTA MEJOR AHORA CLAUDICA EN MPD,2021-03-12T17:12:16.000Z,Sin especificar,Sin especificar,38,17,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-03-12T17:12:16.000Z,2021-03-12T17:12:16.000Z,2229,1,1216
891,2021-05-11T17:39:36.000Z,17:39:36,Sin observaciones,2021-05-11T17:39:36.000Z,Sin especificar,Sin especificar,0,14.55,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-05-11T17:39:36.000Z,2021-05-11T17:39:36.000Z,2294,1,1281
892,2021-09-01T13:42:07.000Z,13:42:07,primer consulta  adoptado hace 24 hs.,2021-09-01T13:42:07.000Z,Sin especificar,Sin especificar,37.8,1.85,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-09-01T13:42:07.000Z,2021-09-01T13:42:07.000Z,2552,1,1540
895,2022-05-26T18:22:09.000Z,18:22:09,PRURITO POR HIPERSENSIBILIDADPELO HIRSUTO CORTADO ERITEMASN MAS EN ZONAS  VENTRALESPREDNISONA COMPLEMENTOS DIETARIAS,2022-05-26T18:22:09.000Z,Sin especificar,Sin especificar,0,25.9,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-05-26T18:22:09.000Z,2022-05-26T18:22:09.000Z,3057,1,2045
897,2023-01-25T20:52:09.000Z,20:52:09,Sin observaciones,2023-01-25T20:52:09.000Z,Sin especificar,Sin especificar,38.8,6.4,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-01-25T20:52:09.000Z,2023-01-25T20:52:09.000Z,3447,1,2435
899,2022-01-04T19:54:36.000Z,19:54:36,Mc: vomitos y diarrea hace 3 dias.Estado de animo bueno no se evidencia deshidratacion. Historial de alimentacion con sobras.Tto: cerenia dipirona ranitidina neodimetrogin por 5 dias hills i/d por 5 dias,2022-01-04T19:54:36.000Z,Sin especificar,Sin especificar,39.1,6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-01-04T19:54:36.000Z,2022-01-04T19:54:36.000Z,1811,1,796
901,2021-05-14T15:13:16.000Z,15:13:16,HemogramaGlicemia 52,2021-05-14T15:13:16.000Z,Sin especificar,Sin especificar,38,3.5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-05-14T15:13:16.000Z,2021-05-14T15:13:16.000Z,1730,1,715
904,2022-05-24T18:01:12.000Z,18:01:12,Sin observaciones,2022-05-24T18:01:12.000Z,Sin especificar,Sin especificar,0,24.45,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-05-24T18:01:12.000Z,2022-05-24T18:01:12.000Z,5211,1,896
905,2021-08-23T15:45:47.000Z,15:45:47,Sin observaciones,2021-08-23T15:45:47.000Z,Sin especificar,Sin especificar,38.9,31,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-08-23T15:45:47.000Z,2021-08-23T15:45:47.000Z,2046,1,1032
907,2021-08-19T16:04:55.000Z,16:04:55,Consulta por control de peso,2021-08-19T16:04:55.000Z,Sin especificar,Sin especificar,38,17,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-08-19T16:04:55.000Z,2021-08-19T16:04:55.000Z,319,1,1091
909,2020-11-26T18:53:16.000Z,18:53:16,Mc: tos esporadica durante el dia. Un poco decaido apetito caprichoso.Gl submandibulares algo aumentados. Reflejo tusigeno bajo positivio.Tto: rimadyl 100mg 1 cada 12 horas ,2020-11-26T18:53:16.000Z,Sin especificar,Sin especificar,39,43,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-11-26T18:53:16.000Z,2020-11-26T18:53:16.000Z,2119,1,1105
911,2021-08-13T19:45:55.000Z,19:45:55,Perdida parcial de propiosepcionDexaAmoxicilina,2021-08-13T19:45:55.000Z,Sin especificar,Sin especificar,38.3,4,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-08-13T19:45:55.000Z,2021-08-13T19:45:55.000Z,282,1,953
913,2023-07-25T19:02:46.000Z,19:02:46,Sin observaciones,2023-07-25T19:02:46.000Z,Sin especificar,Sin especificar,0,7.6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-07-25T19:02:46.000Z,2023-07-25T19:02:46.000Z,1991,1,977
916,2021-06-29T21:03:24.000Z,21:03:24,Mc: estornudo inverso mas exacerbado y con mayor frecuencia de lo normal. Linfonodulos submandibulares aumentados.Tto: dipirona apibron ,2021-06-29T21:03:24.000Z,Sin especificar,Sin especificar,39,5.4,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-06-29T21:03:24.000Z,2021-06-29T21:03:24.000Z,2489,1,1477
917,2021-08-20T20:52:49.000Z,20:52:49,Vuelve a consultar por prurito.Tto: prednisolona 40mg comp: 3/4 comp por dia por 10 dias luego 3/4 comp dia por medio por 10 dias y volver a control ,2021-08-20T20:52:49.000Z,Sin especificar,Sin especificar,0,32,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-08-20T20:52:49.000Z,2021-08-20T20:52:49.000Z,2409,1,1396
922,2023-01-07T15:40:02.000Z,15:40:02,Se indica continuar con 1 capsula de azodyl cada 12 horas comenzar a incorporar alimentacion fisiologica de a poco omega 3 en el alimento y cardo mariano junto con trihepat. Control de analisis clinicos en 1 mes y medio. ,2023-01-07T15:40:02.000Z,Sin especificar,Sin especificar,0,4.65,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-01-07T15:40:02.000Z,2023-01-07T15:40:02.000Z,3396,1,2384
923,2024-01-29T18:41:40.000Z,18:41:40,Sin observaciones,2024-01-29T18:41:40.000Z,Sin especificar,Sin especificar,0,23.6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2024-01-29T18:41:40.000Z,2024-01-29T18:41:40.000Z,5167,1,385
924,2019-12-30T21:42:41.000Z,21:42:41,SE PRESENTA CON VOMITOS Y DECAIMIENTOSE LE REALIZA ECO OBSERVANDO INFLAMACION INTESTINALCOMIO NUGGETS Y LE DIERON UNA OREJA DE CHANCHOSE LE ADMINISTRA MAROPITAN Y SE LE ENVIA PILERAN GOTAS POR 2 DIASHIDRATACION Y NUTRICION DE A POCAS CANTIDADES,2019-12-30T21:42:41.000Z,Sin especificar,Sin especificar,38.5,11,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2019-12-30T21:42:41.000Z,2019-12-30T21:42:41.000Z,1711,1,696
926,2022-05-27T22:04:38.000Z,22:04:38,Sin observaciones,2022-05-27T22:04:38.000Z,Sin especificar,Sin especificar,0,13.1,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-05-27T22:04:38.000Z,2022-05-27T22:04:38.000Z,183,1,613
929,2023-02-14T16:50:18.000Z,16:50:18,Sin observaciones,2023-02-14T16:50:18.000Z,Sin especificar,Sin especificar,0,38.6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-02-14T16:50:18.000Z,2023-02-14T16:50:18.000Z,2020,1,1006
930,2021-01-18T18:22:34.000Z,18:22:34,Mc: prurito generalizado.Presenta foliculitis.Tto: prednisolona 20mg comp 1 comp y 1/4 por dai durante 7 dias Cefalexina 500mg comp 1 comp y 1/2 cada 12 horas durante 14 dias y evaluar.,2021-01-18T18:22:34.000Z,Sin especificar,Sin especificar,0,23.7,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-01-18T18:22:34.000Z,2021-01-18T18:22:34.000Z,2117,1,1103
935,2021-12-08T15:59:29.000Z,15:59:29,Sin observaciones,2021-12-08T15:59:29.000Z,Sin especificar,Sin especificar,0,22,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-12-08T15:59:29.000Z,2021-12-08T15:59:29.000Z,2602,1,1590
938,2023-10-19T15:53:11.000Z,15:53:11,Sin observaciones,2023-10-19T15:53:11.000Z,Sin especificar,Sin especificar,38.5,37,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-10-19T15:53:11.000Z,2023-10-19T15:53:11.000Z,5437,1,1911
940,2022-06-04T16:51:52.000Z,16:51:52,Mc disorexia decaimiento dolor abdominal difusoCome Eukanuba.Tiene muchos gasesMaropitan - dipirona,2022-06-04T16:51:52.000Z,Sin especificar,Sin especificar,39.5,4.7,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-06-04T16:51:52.000Z,2022-06-04T16:51:52.000Z,3082,1,2070
942,2022-11-10T14:12:09.000Z,14:12:09,MC COMIO HILO SEDALINA Y VOMITO ALGUNOS PEDAZOSCONTINUA CON VOMITOS Y NO HA DEFECADOSE HACE ESTUDIO RXMAROPITRANPROTELIVESTUDIAR EN CASA COMPORTAMIENTO,2022-11-10T14:12:09.000Z,Sin especificar,Sin especificar,38.3,4,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-11-10T14:12:09.000Z,2022-11-10T14:12:09.000Z,3224,1,2212
944,2022-12-13T20:59:35.000Z,20:59:35,Sin observaciones,2022-12-13T20:59:35.000Z,Sin especificar,Sin especificar,38.8,7.1,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-12-13T20:59:35.000Z,2022-12-13T20:59:35.000Z,3346,1,2334
948,2024-02-13T00:44:50.000Z,00:44:50,Sin observaciones,2024-02-13T00:44:50.000Z,Sin especificar,Sin especificar,0,8.25,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2024-02-13T00:44:50.000Z,2024-02-13T00:44:50.000Z,4230,1,3221
949,2021-12-01T21:43:05.000Z,21:43:05,Sin observaciones,2021-12-01T21:43:05.000Z,Sin especificar,Sin especificar,0,12.6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-12-01T21:43:05.000Z,2021-12-01T21:43:05.000Z,131,1,405
950,2020-01-27T20:17:35.000Z,20:17:35,SE PRESENTA POR DOLOR A NIVEL DE CADERAS..YA SE LE ADMINISTRO ARTROSAN Y DEXA Y ANDUVO BIENEL MIERCOLES (22-1) COMENZO CON T4SE LE ADMINISTRA ARTROSAN NUEVAMENTE Y MELOXI EXTENDIDO,2020-01-27T20:17:35.000Z,Sin especificar,Sin especificar,0,49.4,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-01-27T20:17:35.000Z,2020-01-27T20:17:35.000Z,1716,1,701
951,2020-08-15T19:31:10.000Z,19:31:10,Sin observaciones,2020-08-15T19:31:10.000Z,Sin especificar,Sin especificar,41,30,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-08-15T19:31:10.000Z,2020-08-15T19:31:10.000Z,1836,1,822
953,2021-01-11T18:30:59.000Z,18:30:59,Esta tomando cardial por antecedentes cardiacospresenta un poco de tos -- vamos a ajustar dosis y ver vetmedinEnuresis   se le receta incurin,2021-01-11T18:30:59.000Z,Sin especificar,Sin especificar,38,10.45,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-01-11T18:30:59.000Z,2021-01-11T18:30:59.000Z,2112,1,1098
955,2021-05-06T16:10:29.000Z,16:10:29,Sin observaciones,2021-05-06T16:10:29.000Z,Sin especificar,Sin especificar,38,3,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-05-06T16:10:29.000Z,2021-05-06T16:10:29.000Z,317,1,1088
957,2021-10-09T17:38:38.000Z,17:38:38,Sin observaciones,2021-10-09T17:38:38.000Z,Sin especificar,Sin especificar,0,52.2,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-10-09T17:38:38.000Z,2021-10-09T17:38:38.000Z,2197,1,1184
958,2022-02-07T19:44:57.000Z,19:44:57,Mc PRURITO labios zona inguinal orejasPrednisona 20 mg Novapel en lesiones de rascado,2022-02-07T19:44:57.000Z,Sin especificar,Sin especificar,38,15,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-02-07T19:44:57.000Z,2022-02-07T19:44:57.000Z,2205,1,1192
960,2023-10-10T16:27:01.000Z,16:27:01,Mc: materia fecal con moco y sangre. Presenta molestia a al palpacion abdominal. Tto: dieta gi por 5 dias por lo menos neo dimetrogin por 5 dias plenum cada 12 horas con el alimento por 5 dias organew al final el antibiotico durante 7 dias. ,2023-10-10T16:27:01.000Z,Sin especificar,Sin especificar,38.5,3.35,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-10-10T16:27:01.000Z,2023-10-10T16:27:01.000Z,2479,1,1467
963,2021-11-11T18:16:37.000Z,18:16:37,Mc: anorexia de hace dos dias tuvo 2 vomitos.A la palpacion abdominal se evidencia molestia sobre todo en mesogastrio e hipogastrico.Tto: dieta y cerenia inyectable,2021-11-11T18:16:37.000Z,Sin especificar,Sin especificar,38.5,4.4,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-11-11T18:16:37.000Z,2021-11-11T18:16:37.000Z,2786,1,1774
966,2022-01-24T14:10:52.000Z,14:10:52,Sin observaciones,2022-01-24T14:10:52.000Z,Sin especificar,Sin especificar,37.8,17,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-01-24T14:10:52.000Z,2022-01-24T14:10:52.000Z,2689,1,1677
968,2022-05-13T19:40:52.000Z,19:40:52,Mc: vomitos biliosos y diarrea.A la palpacon abdominal se evidencia molestia sobre todo a nivel craneal se palpa hepatomegalia.Se constata obesidad.Tto: cerenia ranitidina proteliv dieta hills gi. Se sugiere realizar chequeos sanguineos y descartar hipotiroidismo. Ademas se sugiere comenzar luego del cuadro gi con virbac w.,2022-05-13T19:40:52.000Z,Sin especificar,Sin especificar,39,3.65,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-05-13T19:40:52.000Z,2022-05-13T19:40:52.000Z,3036,1,2024
971,2023-01-23T22:50:28.000Z,22:50:28,Sin observaciones,2023-01-23T22:50:28.000Z,Sin especificar,Sin especificar,0,37.4,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-01-23T22:50:28.000Z,2023-01-23T22:50:28.000Z,553,1,2420
974,2023-02-09T16:04:07.000Z,16:04:07,MC DIARREA Y VOMITOSMAROPITAN DIETA ORGANEW PROTELIV,2023-02-09T16:04:07.000Z,Sin especificar,Sin especificar,39.1,10,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-02-09T16:04:07.000Z,2023-02-09T16:04:07.000Z,3509,1,2497
977,2023-08-30T13:33:47.000Z,13:33:47,Sin observaciones,2023-08-30T13:33:47.000Z,Sin especificar,Sin especificar,0,12,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-08-30T13:33:47.000Z,2023-08-30T13:33:47.000Z,3852,1,2840
980,2024-01-16T21:59:09.000Z,21:59:09,Sin observaciones,2024-01-16T21:59:09.000Z,Sin especificar,Sin especificar,40,6.6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2024-01-16T21:59:09.000Z,2024-01-16T21:59:09.000Z,4153,1,3144
982,2019-12-23T19:26:17.000Z,19:26:17,MC   DOLOR INDEFINIDO MOLESTIA GENERAL HIPOREXIA  NO VOMITOS NI DIARREAA LA PALPACION DEMUESTRA DOLOR ABDOMINAL DIFUSOMAROPITANOBSERVACION RECOMENDADA,2019-12-23T19:26:17.000Z,Sin especificar,Sin especificar,38.5,4.5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2019-12-23T19:26:17.000Z,2019-12-23T19:26:17.000Z,1643,1,628
