id,fecha,hora,anamnesis,agendado,eog,tratamiento,temperatura,peso,referencia,notaCaja,atendidoPor,pendiente,aFuturo,createdAt,updatedAt,MascotumId,referenciumId,ClienteId
273,"2022-12-26 00:00:00",00:00:00,"Sin especificar","2022-12-26 00:00:00","Sin especificar","DAR ALTA CORDINAR CIRUGUIA",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",20,6,1498
274,"2022-11-02 00:00:00",00:00:00,"Sin especificar","2022-11-02 00:00:00","Sin especificar","CONTROL ARTRITIS Y DEPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",263,6,85
275,"2022-12-05 00:00:00",00:00:00,"Sin especificar","2022-12-05 00:00:00","Sin especificar","CONTROL POR HERIDA",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",6,6,7
276,"2022-12-24 00:00:00",00:00:00,"Sin especificar","2022-12-24 00:00:00","Sin especificar","CONTROL 12:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",29,6,1500
277,"2022-12-15 00:00:00",00:00:00,"Sin especificar","2022-12-15 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",294,6,103
278,"2022-12-26 00:00:00",00:00:00,"Sin especificar","2022-12-26 00:00:00","Sin especificar","CONTROL 19:15",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",65,6,1510
279,"2022-12-20 00:00:00",00:00:00,"Sin especificar","2022-12-20 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",294,6,103
280,"2022-12-26 00:00:00",00:00:00,"Sin especificar","2022-12-26 00:00:00","Sin especificar","CONTROL 14:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",76,6,1516
281,"2023-02-10 00:00:00",00:00:00,"Sin especificar","2023-02-10 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",546,6,304
282,"2022-12-06 00:00:00",00:00:00,"Sin especificar","2022-12-06 00:00:00","Sin especificar","CONTROL ALERGIA 19:00 HS",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",319,6,137
283,"2022-12-24 00:00:00",00:00:00,"Sin especificar","2022-12-24 00:00:00","Sin especificar","CONTROL 12:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",29,6,1500
284,"2023-02-10 00:00:00",00:00:00,"Sin especificar","2023-02-10 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",74,6,262
285,"2022-12-05 00:00:00",00:00:00,"Sin especificar","2022-12-05 00:00:00","Sin especificar",CONTROL,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",274,6,92
286,"2022-12-26 00:00:00",00:00:00,"Sin especificar","2022-12-26 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",25,6,1499
287,"2023-02-13 00:00:00",00:00:00,"Sin especificar","2023-02-13 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",386,6,380
288,"2022-12-05 00:00:00",00:00:00,"Sin especificar","2022-12-05 00:00:00","Sin especificar","VACUNACION Y CONTROL OREJA DERECHA",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",49,6,30
289,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",56,6,1507
290,"2023-02-13 00:00:00",00:00:00,"Sin especificar","2023-02-13 00:00:00","Sin especificar","CONTROL 13:;30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",372,6,358
291,"2022-12-26 00:00:00",00:00:00,"Sin especificar","2022-12-26 00:00:00","Sin especificar","BULTO EN EL OJO",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",21,6,183
292,"2023-02-13 00:00:00",00:00:00,"Sin especificar","2023-02-13 00:00:00","Sin especificar","RECORAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",135,6,1410
293,"2022-12-28 00:00:00",00:00:00,"Sin especificar","2022-12-28 00:00:00","Sin especificar","REPETIR BICO",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",113,6,1526
294,"2023-02-13 00:00:00",00:00:00,"Sin especificar","2023-02-13 00:00:00","Sin especificar","RECORDAR DESPARASITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",391,6,385
295,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar",19.30,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",27,6,184
296,"2023-01-17 00:00:00",00:00:00,"Sin especificar","2023-01-17 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",304,6,148
297,"2023-02-13 00:00:00",00:00:00,"Sin especificar","2023-02-13 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",393,6,386
298,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar",19.15,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",547,6,1431
299,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 14:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",116,6,1528
300,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",306,6,152
301,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar",19.20,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",117,6,1529
302,"2022-12-05 00:00:00",00:00:00,"Sin especificar","2022-12-05 00:00:00","Sin especificar","CONTROL POR PARCHE CALIENTE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",231,6,65
303,"2023-01-16 00:00:00",00:00:00,"Sin especificar","2023-01-16 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO ESTA",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",580,6,1437
304,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar",19.15,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",19,6,10
305,"2023-01-16 00:00:00",00:00:00,"Sin especificar","2023-01-16 00:00:00","Sin especificar","CONTROL 14:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",316,6,46
306,"2023-01-02 00:00:00",00:00:00,"Sin especificar","2023-01-02 00:00:00","Sin especificar","MANDAR MANSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",743,6,1490
307,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER QUE RESOLVIERON",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",279,6,130
308,"2023-01-06 00:00:00",00:00:00,"Sin especificar","2023-01-06 00:00:00","Sin especificar","CONTROL 14:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",351,6,173
309,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",314,6,157
310,"2022-12-29 00:00:00",00:00:00,"Sin especificar","2022-12-29 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",119,6,1531
311,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar",CONTROL,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",334,6,1570
312,"2023-02-28 00:00:00",00:00:00,"Sin especificar","2023-02-28 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",395,6,388
313,"2022-12-31 00:00:00",00:00:00,"Sin especificar","2022-12-31 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",123,6,1533
314,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar","CONNTROL 19:15",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",128,6,1534
315,"2023-01-17 00:00:00",00:00:00,"Sin especificar","2023-01-17 00:00:00","Sin especificar","CONTROL 19:15",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",336,6,163
316,"2023-01-06 00:00:00",00:00:00,"Sin especificar","2023-01-06 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VA",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",20,6,1498
317,"2023-01-06 00:00:00",00:00:00,"Sin especificar","2023-01-06 00:00:00","Sin especificar","PREGUNTAR COMO SIGUE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",299,6,37
318,"2022-12-02 00:00:00",00:00:00,"Sin especificar","2022-12-02 00:00:00","Sin especificar",CONTROL,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",263,6,85
319,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",299,6,37
320,"2022-12-02 00:00:00",00:00:00,"Sin especificar","2022-12-02 00:00:00","Sin especificar",CONTROL,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",326,6,141
321,"2023-01-02 00:00:00",00:00:00,"Sin especificar","2023-01-02 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",29,6,1500
322,"2023-01-21 00:00:00",00:00:00,"Sin especificar","2023-01-21 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",339,6,182
323,"2022-12-05 00:00:00",00:00:00,"Sin especificar","2022-12-05 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",329,6,144
324,"2023-01-06 00:00:00",00:00:00,"Sin especificar","2023-01-06 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",37,6,1503
325,"2022-12-16 00:00:00",00:00:00,"Sin especificar","2022-12-16 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",330,6,147
326,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar","VER SI MOVILIZO",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",16,6,1497
327,"2023-01-26 00:00:00",00:00:00,"Sin especificar","2023-01-26 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",233,6,109
328,"2022-12-21 00:00:00",00:00:00,"Sin especificar","2022-12-21 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",330,6,147
329,"2022-12-07 00:00:00",00:00:00,"Sin especificar","2022-12-07 00:00:00","Sin especificar","CONTROL PAPILOMA",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",288,6,99
330,"2023-01-02 00:00:00",00:00:00,"Sin especificar","2023-01-02 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",244,6,74
331,"2023-01-26 00:00:00",00:00:00,"Sin especificar","2023-01-26 00:00:00","Sin especificar","MANDAR MENSAJE PARA V ER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",265,6,124
332,"2022-12-02 00:00:00",00:00:00,"Sin especificar","2022-12-02 00:00:00","Sin especificar",MOQUILLO,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",331,6,149
333,"2023-01-17 00:00:00",00:00:00,"Sin especificar","2023-01-17 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",342,6,186
334,"2023-01-12 00:00:00",00:00:00,"Sin especificar","2023-01-12 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",346,6,164
335,"2023-01-18 00:00:00",00:00:00,"Sin especificar","2023-01-18 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",206,6,91
336,"2023-01-17 00:00:00",00:00:00,"Sin especificar","2023-01-17 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",346,6,164
337,"2022-01-02 00:00:00",00:00:00,"Sin especificar","2022-01-02 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",152,6,1541
338,"2023-01-23 00:00:00",00:00:00,"Sin especificar","2023-01-23 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",295,6,145
339,"2023-01-31 00:00:00",00:00:00,"Sin especificar","2023-01-31 00:00:00","Sin especificar","RECORDAR VENIR A DRENAR GALNDULAS ANALES",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",317,6,160
340,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",269,6,1579
341,"2023-01-23 00:00:00",00:00:00,"Sin especificar","2023-01-23 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",347,6,193
342,"2023-02-22 00:00:00",00:00:00,"Sin especificar","2023-02-22 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",395,6,388
343,"2023-02-13 00:00:00",00:00:00,"Sin especificar","2023-02-13 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",397,6,390
344,"2022-02-02 00:00:00",00:00:00,"Sin especificar","2022-02-02 00:00:00","Sin especificar","RECORDAR  DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",451,6,195
345,"2023-02-14 00:00:00",00:00:00,"Sin especificar","2023-02-14 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",720,6,1482
346,"2023-02-07 00:00:00",00:00:00,"Sin especificar","2023-02-07 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",451,6,195
347,"2023-02-08 00:00:00",00:00:00,"Sin especificar","2023-02-08 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",399,6,393
348,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",184,6,77
349,"2023-02-20 00:00:00",00:00:00,"Sin especificar","2023-02-20 00:00:00","Sin especificar",19.30,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",336,6,163
350,"2023-01-18 00:00:00",00:00:00,"Sin especificar","2023-01-18 00:00:00","Sin especificar","CONTROL 14:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",337,6,167
351,"2023-01-23 00:00:00",00:00:00,"Sin especificar","2023-01-23 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",266,6,126
352,"2023-01-23 00:00:00",00:00:00,"Sin especificar","2023-01-23 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",342,6,186
353,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 14:15",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",363,6,209
354,"2023-02-28 00:00:00",00:00:00,"Sin especificar","2023-02-28 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",451,6,195
355,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",280,6,20
356,"2023-02-23 00:00:00",00:00:00,"Sin especificar","2023-02-23 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",451,6,195
357,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar","CONTROL 18:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",155,6,1543
358,"2023-02-15 00:00:00",00:00:00,"Sin especificar","2023-02-15 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",404,6,395
359,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 19:15",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",365,6,211
360,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",206,6,91
361,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar","CONTROL 18:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",156,6,1544
362,"2023-01-21 00:00:00",00:00:00,"Sin especificar","2023-01-21 00:00:00","Sin especificar","CONTROL 12:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",337,6,167
363,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",97,6,1525
364,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar","CONTROL 19:40",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",743,6,1490
365,"2023-01-26 00:00:00",00:00:00,"Sin especificar","2023-01-26 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",367,6,214
366,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar","CONTROL 19:40",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",151,6,1540
367,"2023-01-24 00:00:00",00:00:00,"Sin especificar","2023-01-24 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE EN CASO DE QUE NO AGENDE CIRGUGIA",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",371,6,220
368,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar","CONTROL  19:45",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",163,6,1549
369,"2023-01-20 00:00:00",00:00:00,"Sin especificar","2023-01-20 00:00:00","Sin especificar","CONTROL 14:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",373,6,222
370,"2023-01-03 00:00:00",00:00:00,"Sin especificar","2023-01-03 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",66,6,1511
371,"2023-01-23 00:00:00",00:00:00,"Sin especificar","2023-01-23 00:00:00","Sin especificar","ESCRIBIR PARA VER SI TRAE A CONTROL",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",279,6,130
372,"2022-12-05 00:00:00",00:00:00,"Sin especificar","2022-12-05 00:00:00","Sin especificar","COMUNICARNOS CON LOURDES",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",212,6,57
373,"2023-02-20 00:00:00",00:00:00,"Sin especificar","2023-02-20 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",404,6,395
